Pre_Phi,Pre_Psi,Post_Phi,Post_Psi
-8.33699,-41.857758,-140.7115,-101.49754
22.509003,126.83325,173.28165,-98.38299
93.903564,72.73764,-94.76838,172.63098
135.60095,-70.26525,-62.736053,-32.273636
-11.411041,90.31357,-52.168335,-155.62656
-20.632385,12.869766,-20.634003,12.875168
-87.53383,77.9877,-87.54634,77.97272
-75.69754,135.78156,132.19092,131.81616
18.258194,112.808685,-129.84761,-138.71655
-18.925858,55.081528,-61.619118,-109.161674
-32.96701,75.753494,-179.6811,-105.95479
-3.0062866,150.56287,-47.459213,46.773544
-164.72266,-23.2845,-71.47025,-81.88231
13.04483,172.71173,111.73047,-91.10304
115.60272,-52.182083,-99.867744,-99.21642
-30.233109,82.584015,-61.934387,-80.97458
21.47734,119.04523,21.474243,119.036865
126.42139,9.766006,126.41968,9.769257
-8.732773,-169.75363,-108.039734,-5.6200714
8.941559,-125.332016,59.59276,-49.255707
-21.862457,-12.477402,-21.859772,-12.474518
-22.953003,-97.85006,168.24823,172.06146
-19.380768,0.99749756,-19.379745,0.996048
37.61496,78.05304,-174.58026,-151.2133
-3.601181,-33.286102,-176.08397,-145.9962
-15.440109,-4.537491,58.217392,-14.088303
80.57269,-34.662796,-150.24458,-173.3321
119.84503,24.783752,-122.75241,-125.132805
-2.8832397,146.72485,-2.9107056,146.69122
9.11142,43.87915,168.65433,-176.70578
-7.11763,-59.624496,-108.73303,-135.7447
-20.935898,-92.14033,-170.13463,165.90894
177.64267,-176.30634,169.78146,-177.66084
-24.53778,155.48822,-164.50497,167.70923
146.09406,-58.242012,-141.98494,-95.22934
-41.76297,-10.352051,-41.76306,-10.357132
-41.948853,-40.147278,-41.96251,-40.159912
-14.29007,-126.62968,-14.293625,-126.626015
-3.6968842,-76.891,-3.6966553,-76.892586
-62.624893,41.97278,-62.631508,41.968613
87.417114,20.693848,87.42209,20.699127
-104.26382,171.58188,-127.99096,-120.81439
-120.21798,128.99219,-136.3433,160.46082
-17.775238,-8.47905,-84.75184,72.74257
-13.715454,157.56833,-123.58358,138.58829
137.53134,-129.2977,130.29922,-55.6709
44.11075,85.81299,-38.146347,61.116516
8.485535,110.05945,-111.56703,-103.05287
-18.209274,139.49304,-47.671173,-153.95547
28.044922,-138.87831,-66.76049,-54.122505
-12.544128,-50.938446,-140.82785,-117.15036
34.046906,-117.275246,-110.94699,6.248932
-19.430115,86.085785,164.07407,121.366425
-42.641785,48.181534,-94.857445,39.85565
2.580719,31.54242,-85.27606,-64.341446
-35.565002,-40.132904,-35.56526,-40.13086
-45.725708,-31.443237,-45.72975,-31.439346
-7.4627533,-164.66014,-115.827774,-149.96791
-23.093506,34.44014,-111.050224,-80.24515
26.619888,66.66211,172.52545,179.71796
-7.0293274,-90.29862,-139.61522,-127.05832
147.06866,-57.125122,128.1969,142.1253
6.653351,104.58081,142.6495,-48.505157
39.249084,143.63507,179.159,-168.99991
-60.46605,98.80255,-60.45273,98.80673
-17.826889,113.29843,-115.83517,-131.7811
-47.393112,5.1321106,-118.30718,-117.3083
-13.505356,100.80478,-95.39909,-137.83562
18.695099,175.49054,-161.37723,31.025589
-23.538727,-147.35121,-145.13194,162.7063
21.593658,138.6199,177.5853,-124.32981
-41.22493,161.91516,-41.225906,161.91867
17.664383,-117.62115,-170.30817,-179.54034
-121.02694,97.10446,170.02765,-124.51638
-109.13159,88.75037,-173.65436,-119.128654
-98.73833,-60.920395,-154.85269,147.56662
171.34998,22.278671,171.33759,22.281921
-34.05017,171.36633,-74.23125,-134.58115
118.371796,9.102737,-147.00578,-128.23953
-83.791374,-28.310669,-148.66986,-137.14618
-144.76015,-66.60871,-100.87635,-137.70142
-13.374649,16.162476,-59.457077,10.414459
21.153381,-111.19842,-93.623116,-92.805084
-4.9934998,-93.32312,-133.98648,-88.27667
155.54367,-95.371284,173.00793,-68.283745
-6.779251,158.17786,-105.84852,-132.57054
-96.60855,133.34512,-164.42899,165.43304
19.454666,158.97421,19.4693,159.01233
6.912155,158.95905,-133.57156,-128.0922
-25.811798,69.77939,-42.785156,41.985397
26.852402,-104.03844,-161.14868,-59.67897
-124.326965,-38.17044,-73.03877,-122.12613
177.18054,175.42596,90.63202,-22.692047
-16.486801,-35.276154,-81.3826,-118.317406
-72.904366,-117.99236,-151.64024,-161.5852
-96.507256,-46.69998,-96.506874,-46.69902
2.3969116,39.32167,59.69951,-36.967743
2.15831,125.64868,-112.72374,-94.59049
-124.015305,-32.23317,-124.02241,-32.239685
-179.94354,-136.8407,-142.70068,-109.28216
0.7973938,96.426575,-58.036034,-92.65466
18.199783,-49.289948,-53.83017,-32.762558
-151.39935,-2.8347015,-151.40202,-2.8358154
-40.475616,77.19342,-40.473755,77.19125
95.466095,66.694016,-178.19739,-132.72124
135.6817,23.139343,135.67285,23.13739
-51.78058,-114.78411,-173.6974,170.97165
-49.25122,-31.876312,-56.7984,-151.95413
51.115295,149.06519,-120.681244,-128.19205
3.2486572,-81.30401,-15.812744,-1.7095184
-141.25557,163.58481,-2.8170013,147.82104
3.1405945,-18.355927,135.84525,-29.41687
27.729324,14.906509,-124.90487,105.11807
31.673538,-146.51219,-39.75656,-101.22924
-0.7524872,-135.51825,-132.84073,-60.495956
-11.756592,-71.83395,-58.7518,-67.508026
16.885773,-40.00493,-147.05263,-103.39208
64.420105,-151.82272,1.90979,-27.717957
34.448273,-5.880081,34.4469,-5.8806305
7.325836,-87.26642,-57.864258,-140.36697
-24.099579,-162.27652,-118.60452,-114.33821
55.52208,-39.95204,-152.71695,166.38403
-174.52744,-75.030914,-50.721527,-70.24419
66.5421,104.279724,129.07666,169.53638
-23.349014,151.79791,-115.854675,-107.28151
15.409988,-114.362885,35.629517,-20.47255
119.19232,-102.830315,-128.76967,-138.45085
19.470139,-104.53031,-165.77586,-95.00618
13.830917,90.512115,-114.77413,-148.0215
21.729843,-127.996155,-145.646,-137.46968
24.711456,24.689957,-13.7659,2.2637024
-12.506409,-47.009384,-96.62288,-117.18082
0.37330627,136.66791,0.37426758,136.67017
-46.71669,28.472,-86.82616,144.55273
8.106369,-96.783195,-146.60431,-88.516464
67.94864,-85.2844,-117.69169,-130.75752
22.715836,-164.91823,-43.17772,77.234344
-129.51756,-179.71007,-74.739746,-154.51157
-135.8902,-117.72163,175.194,-104.926765
-122.29769,-158.4644,-59.010498,-90.76184
128.79019,127.217224,-144.51953,-132.04947
77.79263,54.236053,-135.95734,-65.71819
-88.552666,-45.61737,-101.81003,-153.02028
62.53093,-178.0343,38.037872,154.4187
-7.768448,-16.583038,142.4613,-102.04165
1.0970612,146.88388,-178.88112,-171.58844
80.35132,55.25818,-95.57317,-86.28271
26.545746,-99.41114,-117.97571,-138.42908
48.729706,146.46066,-155.06036,-138.56451
120.35898,-82.80092,-136.39807,-94.75803
10.791687,-128.97556,-115.486404,-96.90829
9.315247,-137.87901,-138.62389,-91.94793
29.94313,-87.32312,-171.8097,128.93964
-131.42928,78.138794,125.52826,157.05957
-1.5909424,179.75757,-142.84258,-161.28358
-43.44101,-67.98224,-158.56996,73.08267
50.506805,-148.5707,-132.97502,-123.72398
-60.482506,67.59918,-60.461655,67.61931
39.90692,-135.79327,-69.98284,-152.70544
-41.084885,-146.30365,-122.00229,-73.34467
-77.62417,36.7406,16.189758,37.612213
178.78009,-171.42574,-130.2211,-133.73683
26.688644,-164.41708,-132.56245,-119.206085
-4.9317474,107.808655,-149.41298,-83.18804
168.93921,-168.28526,168.91751,-168.28795
-116.412415,44.217728,-165.64343,-79.811646
-5.3761444,9.915695,-94.38473,-41.118927
132.00449,-10.207092,-90.155106,175.6012
-38.722656,81.47058,163.22137,151.3204
65.494125,91.17114,-168.84413,-94.93559
10.024994,149.48242,-56.172577,3.273468
-29.510925,58.47615,79.90671,-112.15674
-110.236885,-89.0154,-173.09534,151.92816
-7.5529785,128.92319,-156.06866,-165.92398
-155.12514,-36.625366,-67.25916,15.819824
32.621185,-67.80978,-3.116043,-13.235275
-27.295364,-29.563004,-140.05536,-171.50214
30.169281,93.98175,-29.733109,1.2142181
-16.7471,148.2937,153.9148,-17.643814
93.13922,138.16693,-164.64626,-140.8649
-56.159897,40.554108,-127.61957,-114.44704
55.46083,-104.37464,-72.0534,-68.221054
-10.5416565,97.35898,-80.35979,-12.141022
148.3692,-127.45312,-161.35316,-119.29102
-83.71272,62.916138,-116.20224,-128.16805
-54.95044,147.80048,-16.110138,64.34595
-29.084595,-147.98756,-29.078827,-147.99948
-149.75705,-118.154724,-149.7567,-118.154396
175.56516,-63.439636,-169.38084,-162.73622
-163.99452,104.16733,171.80737,-120.29647
133.71606,27.35028,-104.3774,-128.3039
-3.9650116,168.28577,-90.397285,30.762527
-22.370712,89.02844,-73.387054,2.954132
75.684845,111.78003,113.1662,113.92572
22.877243,-55.896973,22.877975,-55.9002
45.83078,6.722397,45.817093,6.7294006
-19.694641,7.929245,-56.83818,-10.478561
-177.3176,167.12704,170.67438,-179.53108
54.219467,38.907806,-59.815994,22.302917
-11.999832,-141.07887,-56.6867,49.554443
-58.901855,-96.79301,-101.56646,-118.56657
-33.235153,143.22595,-120.66197,-149.81407
79.5863,-100.833115,137.81274,-147.56396
0.6533356,56.59227,-140.40186,-138.3632
6.7304688,-66.326645,176.43677,-110.89748
9.747757,72.165695,-54.891006,97.999176
-14.210907,84.054565,-178.786,-116.88694
91.26959,122.64148,91.27716,122.64935
-131.53261,-38.424774,156.11716,-169.39386
172.86212,117.65073,172.85751,117.64865
-28.848938,-109.52553,-141.70685,-93.19962
11.048462,-80.61019,-142.56131,-121.98365
101.89282,20.019684,101.90723,20.01706
175.89282,14.571716,175.91003,14.592636
56.792908,155.79822,-153.7441,-142.55139
-34.690582,-145.53076,-134.45097,-79.72313
1.042511,36.585693,-124.582405,-108.274704
-19.552017,-150.68307,-133.31248,150.42804
-2.0398102,3.6946259,-2.0290527,3.69664
-36.984222,-89.22338,-116.18059,-90.69323
40.693054,35.70079,-1.4777832,-10.382309
-41.12755,103.62335,-74.93338,31.819336
-109.82699,-80.55461,161.34766,-28.038269
-157.09695,-80.72843,-139.5565,-158.03801
3.787857,169.38046,-131.87917,-104.656456
-20.10431,67.695206,-29.104446,154.69046
31.588776,-14.211639,31.58908,-14.209976
123.54025,126.53204,-98.87019,-130.6534
-4.237381,94.06604,118.65036,151.05426
-163.33275,-8.037643,-163.33302,-8.037445
13.138855,-174.07253,13.137268,-174.0694
119.52594,87.2565,120.17984,153.84521
-4.398178,101.91812,-80.530495,34.154068
-10.074295,-119.8096,-55.08365,-89.236
37.079712,-58.621002,90.93207,-39.04889
34.68773,-159.01321,-59.392952,-52.465996
42.33995,109.902985,82.775024,132.69904
64.16217,2.703476,64.161804,2.7051697
65.81366,-29.20607,-96.31518,-70.06065
177.42395,-107.445786,177.4259,-107.445145
119.392395,74.94293,-73.365715,-0.5568695
-22.487885,76.54529,-38.206314,54.36331
-38.184692,105.53122,172.47485,-89.51256
4.670578,-148.88692,-91.7454,-145.53156
-16.13919,-84.21954,-119.96458,-107.79615
-14.740952,-178.29091,-133.31972,-133.06865
119.526276,-99.61657,-149.36185,-82.1566
163.87225,-160.42937,-130.93546,173.35986
2.3753357,-179.29329,-174.91382,-94.154976
176.63855,-89.603325,-55.84897,-5.5370026
177.52423,-137.1855,-132.72505,-111.139145
-14.709824,-172.75533,-22.098755,177.08322
-16.982513,102.15469,-122.80206,-119.52856
21.5065,55.07982,-104.84626,-88.35382
-145.067,-90.8023,-95.58328,-146.4985
135.60706,-53.40986,-143.46255,-125.52656
-11.25885,39.663803,179.02448,-75.19083
-24.661667,170.31616,-135.24753,177.26752
6.5450287,-68.27513,-64.020195,16.759506
-42.45746,-8.649872,178.77164,-134.96657
77.740265,158.72388,77.738464,158.71875
8.864578,19.984344,8.856796,19.992508
22.804825,-102.66952,-74.79272,-123.14523
-106.05873,145.2572,-161.03342,-164.64275
-14.6757965,93.689514,-117.72459,-161.61317
-29.076584,-123.80125,-50.813538,-77.602844
-30.220291,1.0744781,-97.5177,-57.384186
-151.3222,-66.170654,-142.51076,-143.68423
-13.123505,-18.638168,-167.02567,-163.8547
-169.96407,-15.375732,-139.0443,-117.018005
-120.957886,-151.07289,-126.00006,-128.26207
-26.696075,35.868317,-21.03212,17.02597
75.5462,-149.49269,-74.723,10.016785
26.795212,107.38342,-63.05362,13.973297
4.1827087,153.73718,-158.90286,-130.95609
25.32129,87.800995,102.95654,113.857056
51.161957,83.197815,-130.66876,-144.56197
21.44168,-45.695023,-150.39609,162.65845
16.0018,47.87671,16.891953,71.54495
0.78092957,-148.29465,176.16168,-108.746185
-162.28099,-100.20681,-162.26323,-100.208405
10.99118,3.0069122,10.991241,3.0043945
-30.390106,-98.15976,-132.66069,-113.70279
-8.605179,-60.525208,-125.374054,9.012451
5.111603,15.188293,145.331,151.88339
-145.46236,-38.887848,167.54993,-128.66563
-70.864624,-36.75174,-136.05455,-85.972275
-25.05983,-178.22867,-25.091354,-178.19945
27.191116,-151.08046,-137.10953,-132.26381
-120.59006,20.52562,-117.98474,-81.693886
-119.1852,30.238129,178.10345,-100.33252
-22.099518,156.2525,-22.09732,156.25363
-155.1134,109.28827,-169.5309,173.38605
-27.097366,-104.317856,-158.94542,-160.85556
-12.6796875,69.05701,-12.67981,69.05882
-166.8545,167.19421,-73.35636,-14.405472
7.9375153,-58.78618,-137.25656,-129.89626
11.178375,-34.639923,-147.18553,-87.87215
98.234985,-73.1252,-38.658234,-33.49939
-91.08838,14.445206,-91.079735,14.44606
-8.967117,-127.899025,156.66449,118.11841
-30.0047,22.522812,-30.004807,22.526215
-16.019058,-18.294601,-124.94159,-86.52174
-24.458054,74.667206,-93.155075,-164.40173
-22.322968,-49.57498,-156.47711,-133.427
-23.349808,33.31015,-122.20189,-139.07037
105.24606,105.36334,-124.40221,-98.33932
14.692856,60.81662,-94.94147,-133.64577
-117.29243,-21.583267,-113.12961,3.8168182
-175.66316,-61.70729,-160.22212,-129.85712
-158.60295,52.299973,-15.905136,-144.30244
167.33002,-1.9057922,167.33118,-1.9054108
-34.887283,-135.8251,-130.05548,-129.68196
7.994873,-152.21759,18.52098,-118.02425
30.178558,-158.53296,-125.98793,-117.46382
-41.37549,87.56061,-72.531815,19.266678
-24.553299,138.93994,-94.27137,9.954437
-49.414368,-148.87555,-171.91666,-140.64992
128.2062,15.738495,161.12045,99.175964
-141.70743,-31.232574,-141.67894,-31.23111
-82.639854,-151.26378,173.46875,145.50458
70.9025,79.15625,-171.13794,-97.90983
-122.34652,56.966278,-134.8247,8.676666
-21.80365,-124.09863,-170.24269,163.18744
39.727753,-125.15764,-91.556984,5.624893
-18.048248,1.7775726,21.632843,-53.831375
-25.905518,28.455765,-35.336563,66.24205
-30.23346,172.01508,-30.225357,172.00769
51.886734,-76.09606,-98.47588,-169.75806
87.734436,123.8512,87.724335,123.86502
7.112259,34.83516,-145.90611,-119.005104
17.966309,-84.45938,17.654373,-27.771942
-133.63145,-98.891426,-128.0963,-133.32693
22.54889,-56.89029,-143.51859,-135.59969
-154.94673,-67.453705,-154.9479,-67.4515
-9.956818,121.76666,-30.921478,-14.39743
-16.01892,-154.6661,-173.67519,-124.630905
-25.821732,-170.96082,166.26584,-153.93889
117.31897,20.551056,117.254456,20.509552
177.6731,2.0282288,177.66986,2.0277557
-67.66409,-7.409317,-67.6643,-7.407959
-152.55637,29.499329,-116.299324,-111.09826
171.31647,163.88385,77.98401,108.51288
8.590439,68.91162,133.07333,163.59027
-71.154526,-92.26795,142.5296,62.00589
15.576691,178.64777,-166.20052,-104.45362
-33.12033,-6.0715485,-127.560936,-142.28458
-12.81871,-170.17024,-73.94752,-151.86174
178.22934,10.776062,178.23114,10.776672
-78.4099,-58.407593,-81.03431,-159.14046
-1.458786,-32.343567,-62.554764,-67.2111
-42.59021,145.88489,-116.8641,-133.85849
5.4279785,-29.517334,-167.59808,-90.52995
-49.339417,-156.99257,-49.337463,-156.98973
2.9318085,-161.41843,58.258057,-36.24707
157.55322,-61.389473,-79.03756,-35.411835
-86.183586,-69.55202,-86.19368,-69.56691
-82.06401,-94.18768,-99.4677,-166.05164
6.8554688,-53.81414,-115.999084,-53.613068
-100.489876,-28.025803,-41.08026,-121.90326
-69.7024,-38.648163,-69.68741,-38.632233
-8.734604,35.74945,-84.94032,28.374115
-3.305664,-146.08311,-156.32022,-177.8158
-140.01096,164.92407,-129.92232,-127.439224
-1.1037598,-146.7483,-129.72331,-147.87779
176.71198,-166.14766,176.71167,-166.1381
63.18695,-115.75726,168.41428,165.8498
-28.581299,60.344055,-142.26582,-130.68411
14.924469,-143.56316,-124.88051,-122.110565
-1.9596558,-14.449493,-1.9602356,-14.447784
1.6771088,83.98932,-53.47531,8.595535
-64.61497,162.38495,-140.76933,-126.25788
9.779297,-159.0659,-170.36697,-178.56572
-1.3895416,116.664,118.198975,-67.18678
19.915466,-102.767296,118.730835,141.71469
-46.875336,94.62274,-156.10802,167.6735
22.936356,49.486572,-31.56363,-1.0427399
-17.685364,179.1969,-102.24869,176.34882
0.0034179688,3.4206848,-124.08451,-93.266426
56.47986,-124.75085,-131.38225,-113.17726
-162.86537,-75.59196,-127.13244,-140.86673
-20.268845,13.300751,-149.47945,125.8858
163.77023,-121.86503,-132.50903,-114.883766
22.84729,-6.3471375,160.79993,-131.59433
-2.1711426,-55.973495,-106.43762,-137.3922
-17.827988,-164.9425,-115.13906,-124.374504
4.5738983,-172.18497,-66.84467,-173.8995
148.95093,3.9774628,-52.270508,-40.671265
25.228561,27.085495,-61.4505,47.66832
-115.12341,-147.43254,-114.4887,-124.66012
20.416626,-20.481613,-32.470978,0.17402649
10.167145,175.56711,-93.0806,-107.47949
150.36423,51.966934,-65.80084,17.89331
-1.5551453,-120.81766,-1.5565033,-120.81864
-132.77975,-176.56422,-98.574524,-173.89426
18.625473,-76.85523,-107.03701,154.25351
48.80742,-117.00611,48.8067,-117.00873
-23.00496,-55.194763,-167.93095,161.16574
57.21414,-17.751831,-129.5005,-67.816734
-168.87042,80.42883,-114.76584,-143.62666
-176.98822,54.714706,-176.9882,54.713013
-111.620255,-134.89851,-162.89183,-116.15103
-6.37294,-90.43174,130.97095,152.41931
16.637894,121.8461,-45.650223,-116.95795
88.69162,53.097946,63.128662,-172.3907
-42.361572,39.370926,-89.460655,17.554443
-16.990906,-5.2733765,-108.8722,-125.626114
-45.935318,-41.018494,147.50623,135.7749
26.56578,-116.762085,158.95847,151.21417
38.010452,-32.937897,-126.96962,-127.35212
20.448502,158.25763,126.83978,143.52252
-18.96318,-8.7829895,-54.403503,6.3443146
9.383377,126.43518,-124.80187,-107.83788
9.82486,75.2601,-102.53297,-139.0222
17.707657,-66.81949,-125.4366,-153.59312
-50.82538,-127.8145,-161.81256,-175.02075
-18.50882,-179.04099,-112.98373,-178.46434
-17.91809,110.8313,-121.13983,-84.662575
-60.44066,42.24524,-67.91991,-64.032036
101.60016,37.014725,101.59946,37.015594
13.247131,-5.0811615,-43.86885,20.204117
140.13293,148.37503,-174.0415,-82.50296
159.15622,99.44742,-139.59698,-101.20913
33.748993,167.12888,150.00238,174.37445
40.0448,-117.82765,-94.94413,-132.8422
131.12738,-35.177155,94.93698,68.38632
-22.350235,-3.5588074,-96.801865,-124.22783
-8.93013,45.86995,-160.83012,158.39417
23.845642,124.25061,-0.51615906,75.493744
-28.58043,152.73157,-61.245132,-137.69423
62.30655,-28.811615,-62.75978,-25.58516
0.41578674,84.14157,-119.65937,-136.94234
138.33563,39.309082,164.07074,-166.95709
11.36203,172.44745,-144.80531,-166.84981
25.897598,-96.39061,-169.48299,-117.34317
62.225586,-76.79172,-157.078,-121.510994
-21.417648,-15.842468,-21.420242,-15.833176
151.61624,-164.70114,151.61768,-164.70003
-8.602631,82.556335,-132.56561,-123.8593
-1.5848236,-29.808105,-172.82857,-82.112114
0.6371002,-163.17813,-33.16342,-19.330261
4.9313354,-0.90859985,-127.215485,-41.30464
-76.069824,-176.74847,-76.07094,-176.75114
-44.28543,67.07114,135.9188,108.73355
-5.913559,143.04077,-136.09859,149.93668
37.397766,69.453735,-123.28757,-73.042366
-7.212097,148.61966,-127.42057,-99.94317
26.070557,142.4657,-179.07443,-163.08241
111.45154,111.35208,-62.610764,-21.974518
37.369507,-24.984772,-44.81862,-85.09694
-93.747795,23.486969,-162.86537,3.3192444
2.5532684,-41.279953,2.5542755,-41.282257
-98.17526,-95.52444,-60.763985,-86.318726
-168.09796,-30.981888,-149.88591,-98.47057
19.772217,-159.0559,-155.49498,-105.440475
25.102203,-171.06032,-107.73791,-113.32437
165.34637,43.070953,-48.124847,-147.04475
179.29846,-177.31972,169.41971,-175.80612
38.70276,-54.37126,-170.79967,-111.82199
-98.0531,98.258484,-98.05048,98.25488
-27.09166,-118.564514,-157.28905,177.86142
20.787918,-46.11943,-142.7166,-71.65291
-6.9058685,37.35695,-107.11252,81.6174
-43.849792,53.42856,-55.024094,-86.719284
179.28506,35.49649,179.29382,35.500366
12.859741,-29.051376,-131.99382,-58.37329
-24.164032,51.087402,-24.1642,51.086212
10.220428,-10.074326,-60.509018,-107.22971
56.23654,4.1672974,56.238068,4.1718445
-9.643036,48.95662,-9.633469,48.959656
96.95749,-143.03127,-9.701782,-97.086105
3.1085205,107.52774,-170.76724,-100.40715
-61.40361,-25.954956,-119.22375,-145.02092
-66.25465,169.57568,61.893112,-34.908722
-79.27826,164.04443,147.23834,-154.16214
-38.06421,143.10156,-176.89238,149.86572
10.351959,1.7155457,176.1124,12.285828
-13.203751,-124.91651,-98.413216,-121.94086
-140.00618,10.088593,-140.01834,10.088837
-9.822418,51.141647,-59.706207,44.034576
-43.983444,62.372772,-56.944855,175.2868
25.62883,-174.27786,-170.24612,-95.03522
17.325302,-0.84010315,17.330795,-0.8361206
18.35588,29.871872,-67.33987,-59.121887
-26.95137,-47.369858,-26.93663,-47.350586
-10.727432,52.006836,-148.20381,-108.75247
-18.87918,111.11841,-175.01013,123.50238
5.679352,-100.79208,-154.61577,167.54791
133.78482,99.7005,-109.432884,-169.0009
161.4881,-171.45486,159.63187,-167.9216
21.198196,90.176636,-8.878815,-35.488373
1.530899,-67.87915,-84.78051,-108.672455
-24.401535,-120.27815,-43.00081,-40.676468
-6.365631,-123.48479,-142.55534,-135.84436
-54.207794,116.84274,-49.289642,44.213623
-52.319855,15.812408,-64.661995,-3.167282
-41.763412,115.88284,-163.66206,124.803345
-149.92589,61.616486,-172.01099,-97.47677
9.251648,-6.8294983,-164.73795,-80.69845
-32.50241,58.994522,-39.655746,171.51245
-87.49363,127.43753,-81.23442,56.89189
12.39975,3.0841522,12.395889,3.0883484
-37.935806,-152.91725,-148.79826,-133.69688
-10.5372925,63.079132,-111.55381,22.255554
0.73457336,99.680664,-19.95044,-48.637833
27.689194,27.19905,-55.64824,52.290558
10.885345,124.472565,50.231308,-66.03359
5.8000183,0.7682648,5.799011,0.7706909
-173.25526,7.697418,-173.25641,7.6965027
9.633438,-13.219086,-174.44771,122.54303
-69.344765,-55.550705,-69.34595,-55.55661
30.83783,144.90295,160.10947,-90.087814
-24.393127,-118.259605,-56.378365,-139.10777
8.223221,56.97516,8.213058,56.99344
20.737793,-4.149109,20.75447,-4.1582184
-119.34074,-93.710365,-92.64227,4.878891
-11.060287,-128.81445,52.06555,-125.16935
-18.802887,-111.618034,-124.31829,-130.50334
-108.00473,-57.67157,-133.25606,-170.78104
101.235016,18.387512,101.239746,18.379318
-121.27757,108.95465,-159.0458,120.91446
-168.87819,-160.04755,-78.181175,13.877701
-4.887909,-44.842026,-176.76147,85.87045
-31.456345,-69.620384,-31.450165,-69.624
-9.935623,-44.367065,157.71063,87.462524
28.56218,-25.20279,-66.86737,-123.84133
-116.83538,-1.5557251,-116.82405,-1.552475
13.761215,-0.17660522,13.754013,-0.18504333
8.572662,76.572845,-87.98253,-125.71005
12.603043,-18.906738,-122.64813,-113.66713
12.24588,-141.25937,167.6366,-178.97386
-43.619263,74.62143,92.879944,66.07715
74.20381,-23.992065,116.990875,-39.498917
-161.54276,4.121689,-0.7454529,-1.6432648
-20.828964,-59.70629,-110.99085,-123.21872
116.51932,-13.807434,-142.45706,-89.13058
-35.222168,13.950378,-104.79553,-94.908745
26.871124,-93.85537,-110.42052,-115.91742
72.857285,-174.32956,-33.486694,8.469055
-69.624,-0.6706085,-69.630516,-0.6738739
6.9058685,-12.841217,-95.33976,-141.76282
0.20999146,36.856506,-65.6139,-82.839066
31.78566,104.53778,-175.4583,-131.61986
-18.933777,-157.6142,-122.46668,-137.02773
101.97937,94.50217,-112.02385,-76.607216
-17.488205,34.417206,89.72699,126.38336
172.9483,138.56085,166.20679,-135.60228
-16.763458,-34.28293,-65.57209,7.4296875
49.058594,-48.36441,-90.989006,-89.00935
-135.2451,51.166016,-135.22844,51.18518
9.48027,-115.306404,-48.175995,-16.40155
11.515579,9.047073,-88.71659,-82.08576
-36.314316,113.20233,169.2113,170.77243
-89.987656,129.39624,-131.43716,-138.88916
-138.24095,72.31027,119.93231,-164.805
-16.538773,6.925476,-16.531418,6.9206085
37.60588,-143.88896,-64.21028,-31.503876
-8.466171,55.054962,-8.466614,55.05664
14.729645,152.6123,14.727676,152.62207
-6.2760925,147.10669,-87.29343,12.748993
-21.942825,-3.5863037,-21.943314,-3.5870209
10.248627,-48.061127,-5.904129,-6.1349335
131.6175,164.79779,156.81705,-153.3347
27.754547,-106.35009,138.56805,165.31384
45.129944,-8.826233,45.123398,-8.819382
107.00864,-138.00032,153.52484,104.61075
130.17621,-102.51961,-137.73083,177.66235
-39.326935,40.56964,-32.460434,1.4462738
50.65468,-35.849884,171.73938,-71.88918
-120.959335,119.25223,-176.06062,-143.6288
0.16355896,103.13367,115.09711,-31.494766
34.84291,-130.21661,-73.7343,-43.2101
-166.00084,-73.081856,-166.00044,-73.08157
-29.385849,-19.83313,-29.388474,-19.820404
19.151474,-58.928726,-157.48639,-141.71823
125.324646,-80.188034,-166.80948,-107.15152
-42.83539,-57.379524,149.88373,162.00073
-11.741867,109.07333,-145.28516,119.49826
-0.93400574,-178.6359,-177.6676,176.81808
30.205322,19.77658,-167.55237,-157.31087
-143.42923,61.399323,-128.96738,-151.70703
-135.10019,-52.91165,-109.439766,-33.377686
-4.2967377,88.13739,-170.8299,-65.11117
-64.65437,-100.62143,-168.59332,172.28644
-1.1138611,-11.065445,63.935883,-121.62424
-102.839134,-34.83603,-137.3561,-102.3054
-159.4647,105.73633,-91.42309,13.426926
6.9147186,44.75183,105.905945,165.84232
-26.341812,-157.95744,-158.2454,-164.84384
11.254456,-95.96556,134.60416,-158.4662
-123.037445,85.79111,6.41243,-28.29721
64.95595,8.336243,64.96814,8.335297
54.101257,-46.22693,54.09958,-46.227097
139.53482,54.901917,-132.84604,-164.86931
10.599731,140.23914,-122.226944,-83.9635
45.44789,-66.83589,-143.2678,-117.98031
-1.9778137,38.763428,31.834564,-24.593094
93.61627,-91.11423,85.13669,-29.991089
-172.50905,113.60687,-147.40686,-148.3677
48.001816,-80.53229,-163.1728,165.63171
5.786209,149.81775,-135.2518,-154.45389
-0.78271484,-3.3976746,66.33847,11.86908
21.571579,-71.45467,-79.23807,-92.37605
126.26688,33.1416,126.26715,33.141724
37.16646,96.10516,-23.741455,-34.13147
117.81381,-42.403915,-80.4664,-17.455688
-121.68697,-20.181381,-121.68535,-20.181961
-23.242218,138.56195,112.96182,104.07428
96.58716,-112.26916,-118.71304,-109.61722
13.296036,-170.83899,-158.42245,-79.131165
12.184143,123.11157,-108.78382,168.08545
89.61096,98.25641,175.75043,-168.79099
-33.30414,-103.59034,-84.64212,20.543793
-33.60446,-103.30862,174.82092,163.68695
41.38739,-93.245026,173.65442,-129.38875
-2.6304016,-33.03366,114.996765,-53.656487
-81.143394,176.01477,126.76608,135.40558
